Animal,Cell,Site,Slice,Type,EPSC,EPSC_baseline,EPSP,EPSP_baseline,ifSpiked
11790,5,vM1,j161128a,L5SST,0,0.996061,0,0.0790583,0
11790,6,vM1,j161128a,L5SST,0,0.286607,0,0.757626,0
11790,2,vM1,j161128b,L23pyr,0,0.97135,0,0.0685837,0
11790,3,vM1,j161128b,L4SST,0,0.564577,0,0.131435,0
11790,4,vM1,j161128b,L4SST,0,0.631171,0,0.0563891,0
11790,5,vM1,j161128b,L4pyr,0,0.605851,0,0.133839,0
11790,2,vM1,j161128c,L23pyr,41.0596104239993,2.17611,3.35382178979974,0.0511852,0
11790,3,vM1,j161128c,L4SST,0,1.46538,0,0.0863516,0
11790,7,vM1,j161128c,L4SST,0,1.81292,0,0.173868,0
11790,6,vM1,j161128c,L4pyr,0,0.852304,0,0.0837881,0
11790,4,vM1,j161128c,L5SST,0,1.46538,0,0.32805,0
12051,3,vM1,j161221a,L23PV,6.40982184796751,1.11661,0,0.159569,0
12051,7,vM1,j161221a,L23PV,9.45423665113739,1.61358,NaN,NaN,NaN
12051,8,vM1,j161221a,L23PV,26.2585446633722,0.955999,1.35062985530195,0.0606133,0
12051,2,vM1,j161221a,L23pyr,5.27352795407741,1.48935,0.356974769394526,0.0495471,0
12051,6,vM1,j161221a,L4PV,0,2.05503,0,0.0874015,0
12051,4,vM1,j161221a,L5PV,6.40982184796751,1.11661,0,0.0843629,0
12051,5,vM1,j161221a,L5PV,8.84842849484762,0.757079,0,0.0868422,0
12051,3,vM1,j161221b,L23PV,0,1.16419,NaN,NaN,NaN
12051,8,vM1,j161221b,L23PV,0,0.505428,NaN,NaN,NaN
12051,1,vM1,j161221b,L23pyr,21.532363695558,0.584028,1.2506306858685,0.0550641,0
12051,4,vM1,j161221b,L4PV,47.7307703111927,1.31609,2.7157703529536,0.190605,0
12051,5,vM1,j161221b,L4PV,0,0.621649,0,0.0534474,0
12051,6,vM1,j161221b,L4PV,6.78874637656027,0.988907,0.450222822337139,0.12033,0
12051,7,vM1,j161221b,L4PV,0,1.65176,NaN,NaN,NaN
12090,8,vM1,j161202a,L1,469.914156415495,0.690822,24.7857657139328,0.0637917,1
12090,4,vM1,j161202a,L23VIP,0,1.35451,NaN,NaN,NaN
12090,5,vM1,j161202a,L23VIP,61.5313924711295,1.63298,11.6380286581923,0.11503,0
12090,6,vM1,j161202a,L23VIP,10.1743590273473,0.560852,2.36550768184911,0.100987,0
12090,7,vM1,j161202a,L23VIP,3.26341153506525,0.879127,0.855956001011549,0.125108,0
12090,2,vM1,j161202a,L23pyr,86.8907227174335,2.46791,4.89960237354566,0.0379675,0
12090,2,vM1,j161202b,L23VIP,7.61721623556669,0.498003,7.58317549663106,0.0906753,1
12090,4,vM1,j161202b,L23VIP,5.60492156233402,0.71871,NaN,NaN,NaN
12090,5,vM1,j161202b,L23VIP,6.91618909097397,1.15339,1.07299731050597,0.122318,0
12090,6,vM1,j161202b,L23VIP,40.634539123743,0.672934,8.56658585545517,0.0717576,0
12090,3,vM1,j161202b,L23pyr,24.8798204603969,1.91057,1.59086345389359,0.0408188,0
12090,2,vM1,j161202c,L23VIP,15.124983652849,0.470667,2.96721729843148,0.113238,0
12090,3,vM1,j161202c,L23VIP,3.49900224732834,0.611881,0.782587135907988,0.0590301,0
12090,4,vM1,j161202c,L23VIP,0,1.99284,0,0.134684,0
12090,5,vM1,j161202c,L23VIP,1.60668959936081,1.38674,0.498223753377474,0.145227,0
12090,6,vM1,j161202c,L23VIP,6.50029305566201,0.412126,1.47419707616852,0.0915037,0
12090,1,vM1,j161202c,L23pyr,3.50164048320678,0.516983,0.550648063826188,0.025841,0
12090,7,vM1,j161202c,L23pyr,12.5957717094944,2.79777,NaN,NaN,NaN
12628,1,vM1,j170223a,L23pyr,15.911581623676,0.97561,0.601674734912223,0.0474817,0
12628,2,vM1,j170223a,L4PV,0,0.61531,0,0.12579,0
12628,7,vM1,j170223a,L4PV,0,1.40467,0,0.148956,0
12628,8,vM1,j170223a,L4PV,18.8828267295026,2.0761,0,0.113074,0
12628,4,vM1,j170223a,L5PV,16.0323909300606,1.90199,0,0.128475,0
12628,3,vM1,j170223a,L5pyr,77.5981996791899,1.95322,2.81589141748724,0.196235,0
12628,6,vM1,j170223a,L5pyr,45.8165897834856,1.57339,3.01174610699169,0.101783,0
12628,1,vM1,j170223b,L23pyr,11.4729559022717,2.34931,0.416521941901578,0.113761,0
12628,2,vM1,j170223b,L4PV,20.3096859583133,0.862561,0.71569672841234,0.157202,0
12628,7,vM1,j170223b,L4pyr,0,0.582681,0,0.12448,0
12628,3,vM1,j170223b,L5PV,0,0.732215,0,0.118366,0
12628,5,vM1,j170223b,L5PV,0,2.06352,2.79497261784479,0.0881942,0
12628,6,vM1,j170223b,L5PV,20.0015326615124,3.2421,0.840341725427365,0.218576,0
12628,4,vM1,j170223b,L5pyr,22.0817120622568,2.472,6.30490307722648,0.00471397,0
12628,1,vM1,j170223c,L23PV,2.39049602654919,1.17406,0,0.113761,0
12628,8,vM1,j170223c,L23pyr,6.81468484579867,1.31106,0.277777584116464,0.0657718,0
12628,2,vM1,j170223c,L4PV,0,2.46494,0,0.157202,0
12628,7,vM1,j170223c,L4PV,0,1.78752,0,0.12448,0
12628,3,vM1,j170223c,L5PV,12.4561033956859,1.43959,0.929381847026249,0.118366,0
12628,6,vM1,j170223c,L5PV,14.5980889654736,2.24398,1.61610611127037,0.218576,0
12628,5,vM1,j170223c,L5pyr,22.9999708380133,1.6115,NaN,NaN,NaN
12836,3,vM1,j170310a,L23VIP,0,1.58717,NaN,NaN,NaN
12836,2,vM1,j170310a,L23pyr,4.75516355283396,0.405585,0.330689550540441,0.038315,0
12836,7,vM1,j170310a,L4pyr,0,0.446687,0,0.0382177,0
12836,6,vM1,j170310a,L5pyr,0,0.393338,0,0.0405737,0
12838,7,vM1,j170312a,L23VIP,38.9140820251454,0.460428,7.58333214230161,0.187539,0
12838,2,vM1,j170312a,L23pyr,0,1.1217,1.73308637456856,0.095189,0
12838,2,vM1,j170312b,L23pyr,14.6697539498038,1.04986,0.702918628955629,0.0591907,0
12838,4,vM1,j170312b,L4pyr,0,0.723,0,0.162632,0
12838,5,vM1,j170312b,L4pyr,0,0.470456,0,0.0965591,0
12838,3,vM1,j170312c,L23VIP,0,0.462062,0,0.0818605,0
12838,6,vM1,j170312c,L23VIP,4.15991892416983,0.675462,0.443143045116472,0.133939,0
12838,2,vM1,j170312c,L23pyr,0,0.605305,0,0.164951,0
12838,4,vM1,j170312c,L4pyr,0,0.47193,0,0.135886,0
12838,5,vM1,j170312c,L4pyr,0,0.950058,0,0.0965591,0
19049,1,vM1,181115a,L23pyr,0,0.9785,NaN,NaN,NaN
19049,3,vM1,181115a,L23pyr,51.8870671140008,0.79908,NaN,NaN,NaN
19049,5,vM1,181115a,L23pyr,149.711534320409,1.14971,16.9746665399369,0.191424,0
19049,7,vM1,181115a,L23pyr,0,0.701321,NaN,NaN,NaN
19049,8,vM1,181115a,L4pyr,0,0.87106,NaN,NaN,NaN
19049,9,vM1,181115a,L4pyr,0,1.13933,NaN,NaN,NaN
19049,2,vM1,181115a,L5pyr,0,0.9785,NaN,NaN,NaN
19049,6,vM1,181115a,L5pyr,174.484815718666,1.4593,NaN,NaN,NaN
19159,1,vM1,181026a,L23pyr,16.8451335534954,0.70222,NaN,NaN,NaN
19159,2,vM1,181026a,L23pyr,10.2543366134907,2.24678,NaN,NaN,NaN
19159,8,vM1,181026a,L23pyr,77.8528536427279,2.08324,NaN,NaN,NaN
19159,4,vM1,181026a,L5pyr,27.3866809179668,1.69514,NaN,NaN,NaN
19159,6,vM1,181026a,L5pyr,172.059456084386,1.91687,NaN,NaN,NaN
19159,17,vM1,181026b,L4pyr,NaN,NaN,4.18038639186192,0.41099,0
